Title,Movie ID,Release Date,Rating,Genre,Synopsis,Language,Movie Link,TV Rating,Appropriateness
The Hunting,729684,2025-04-04,0,"Action, Crime, Drama","The Hunting follows police officers as they engage in a cross-border pursuit to arrest and repatriate criminals that have fled overseas. ""Operation Fox Hunt"" is a special operation launched by China's Ministry of Public Security to apprehend fugitives suspected of committing financial crime. Based on true events.",zh,https://www.themoviedb.org/movie/729684,N/A,Everyone
Last Swim,1232364,2025-04-04,0,Drama,"It’s summer in London. On her final day of freedom, Ziba, a promising British-Iranian teen, leads her friends on an eventful journey, while secretly grappling with a life-changing decision.",en,https://www.themoviedb.org/movie/1232364,N/A,Everyone
Bonhoeffer: Holy Traitor,611851,2025-04-04,0,"Drama, History, War","Dietrich Bonhoeffer was a German pastor, theologian, spy, anti-Nazi dissident, and key founding member of the Confessing Church. His writings on Christianity's role in the secular world have become widely influential.",en,https://www.themoviedb.org/movie/611851,N/A,Everyone
Une danse,1458893,2025-04-04,10,Mystery,A girl pays tribute. A dance.,en,https://www.themoviedb.org/movie/1458893,N/A,Everyone
Four Stars,1387499,2025-04-04,0,,"Lila, Ámbar, Marcela and Lisete, sex workers, have formed a family in a shared apartment. But Lisete's tragic death and Marcela's departure leave Lila and Ámbar facing an uncertain future. In their search for a new direction, Miriam appears, and she will change their lives in an unexpected way.",es,https://www.themoviedb.org/movie/1387499,N/A,Mature
The Way Out,1445905,2025-04-04,0,Drama,"He Liwei, a young and talented programmer, was sent to Qingchunli Rehabilitation Hospital by his company because he disrupted the company's financing plan. Here, he met a group of special friends, which enabled his disordered life clock to start ticking again in a different way.",zh,https://www.themoviedb.org/movie/1445905,N/A,Everyone
Mr.Robot,1414052,2025-04-04,0,"Animation, Action, Science Fiction, Family",,ko,https://www.themoviedb.org/movie/1414052,N/A,Everyone
Jim's Room,1034520,2025-04-04,6,"Thriller, Horror","Jim, a man suffering from addiction and homelessness, must overcome his demons to escape from the sadistic pervert filming him paint a remote house under the pretense of helping the less fortunate.",en,https://www.themoviedb.org/movie/1034520,N/A,Everyone
The Queen of Heaven,1277016,2025-04-04,0,Drama,The life of the Virgin Mary from the Crucifixion (33AD) till her miraculous departure/death (44AD). It also describes the early years of the Christian Church community.,en,https://www.themoviedb.org/movie/1277016,N/A,Everyone
Faustbook (20th Anniversary Director's Cut),1418833,2025-04-04,7,"Drama, Mystery, Thriller, Animation","Inspired by Christopher Marlowe's The Tragical History of Doctor Faustus and Goethe's Faust, Faustus develops an obsession with his namesake, Johann Georg Faust. As Faustus delves deeper into man and legend, he enters a labyrinthine realm.",en,https://www.themoviedb.org/movie/1418833,N/A,Everyone
LYF - Love Your Father,1439096,2025-04-04,0,"Romance, Action, Drama, Thriller","A beautiful father-son duo navigates love, betrayal, and redemption amidst a betting mafia and police chase, unveiling a heartfelt journey of debts and dreams.",te,https://www.themoviedb.org/movie/1439096,N/A,Everyone
Basanta,1459623,2025-04-04,0,Drama,"A young aspiring writer from a remote village deals with prejudice, forbidden love and societal change.",ne,https://www.themoviedb.org/movie/1459623,N/A,Everyone
Lakrosáci,1461269,2025-04-04,10,"Documentary, Comedy","The Czech box lacrosse national team is going on a journey to the United States. This documentary film by Jan Tománek offers an intimate look at a team of athletes who, despite their amateur status, are determined to take on professional teams from around the world. The film captures the power of friendship, team spirit, and the drive to overcome challenges. Viewers get a behind-the-scenes look at a sport that, while less popular in the Czech Republic, has won the hearts of its most dedicated fans.",cs,https://www.themoviedb.org/movie/1461269,N/A,Everyone
Maria: The Outlaw Legend,1459264,2025-04-04,9,,"Before going down in history as Maria Bonita, the most important woman in the Cangaço, Maria de Déa was a fearless young woman who dared to have a voice at a time when violence prevailed and women were subjected to the will of men. Partner of famous cangaceiro leader Lampião, Maria was caught by surprise by a pregnancy and subjected to the harshest law of the Cangaço. Forced to hand over her daughter to be raised by Homeone else, she begins to live between her life outside the law and the impossible desire to raise her daughter. The last years of the Cangaço are narrated from the visceral perspective of the woman from the Cangaço who became a mother, and of the mother who became a legend. The project is based on Adriana Negreiros' book ""Maria Bonita: Sex, Violence and Women in Cangaço.""",en,https://www.themoviedb.org/movie/1459264,N/A,Mature
EMI,1446897,2025-04-04,0,"Family, Drama","The hero of our story takes a car, a bike, and an EMI for his girlfriend, believing that EMI is an easy loan. After a few months, he loses his job, so he is unable to pay the EMI, and he is in trouble. As a result, his friends who have been cheating on him are also affected. In the end, our hero pays EMI and brings his familyThe theme of this EMI film is ""Recover your friends or not?""",ta,https://www.themoviedb.org/movie/1446897,N/A,Everyone
Reunions in Heaven,1459461,2025-04-04,0,Drama,"We follow people's lives, their deaths, and, most importantly, their first moments in heaven reconnecting with the loved ones that passed before them.",en,https://www.themoviedb.org/movie/1459461,N/A,Everyone
Altweibersommer,1195657,2025-04-04,0,Drama,"Astrid, Elli and Isabella go camping together as they used to. However, not only because Elli has breast cancer, nothing is like it used to be. Only when Astrid steals the savings of a man who has died in an accident the three leave old habits to renew their friendship in Italy.",de,https://www.themoviedb.org/movie/1195657,N/A,Everyone
Oliver Stanescu - Mit Show Jo!,1459079,2025-04-04,3,Comedy,,da,https://www.themoviedb.org/movie/1459079,N/A,Everyone
Oishikute Naku Toki,1433105,2025-04-04,0,"Drama, Romance","Adapted from the novel ""Oishikute Naku Toki""",ja,https://www.themoviedb.org/movie/1433105,N/A,Everyone
28 Degree Celsius,586369,2025-04-04,0,,,te,https://www.themoviedb.org/movie/586369,N/A,Everyone
Late Night Bookstore 4,1458986,2025-04-04,0,Science Fiction,"Set in a late-night bookstore, the story centers on three distinct love stories through the lenses of problem teens, exploited employees, and online loans, blending an immersive imaginative world with down-to-earth realism.",zh,https://www.themoviedb.org/movie/1458986,N/A,Everyone
Garbage People The Movie,1451053,2025-04-04,0,,"When Patches and Peel discover AI replicas have replaced them on their TV show, and the entire dumpster town of Trash has been taken over by artificial imposters, they embark on an epic journey to destroy the AI mainframe.",en,https://www.themoviedb.org/movie/1451053,N/A,Everyone
Bastidores da Loucura,1459686,2025-04-04,10,Documentary,"In this special documentary, learn all about the details that made the two games of the 2025 Campeonato Paulista final go down in Corinthians' history as the team won its 31st championship.",pt,https://www.themoviedb.org/movie/1459686,N/A,Everyone
IUS of Time,1438237,2025-04-04,10,Drama,"Luca, a young photography, arrives in an Asturian village to develop one of his artistic projects and explore his own roots. He stays at the home of Xuan, a veteran cheesemaker who rents part of his house to supplement the meager income from his artisanal work. Luca is met with Xuan's innate brusqueness, a facade that the young man soon discovers is tied to a past shadowed by old rumors and sexual prejudices. As Luca’s camera captures the intricate details of Xuan's hands at work, he awakens in Xuan a passion for life long thought lost, prompting the older man to reflect on cherished memories and connections. Gradually, Luca uncovers a universe distinct from his own, as he confronts the complexities of identity and heritage. Through shared gazes and unspoken histories, they find unexpected connections in lives that initially seemed worlds apart. As their bond deepens, they encounter the delicate interplay of life and death, illuminating the invisible threads that unite us all.",es,https://www.themoviedb.org/movie/1438237,N/A,Mature
Can't Look Away: The Case Against Social Media,1452058,2025-04-04,0,Documentary,"'Can't Look Away: The Case Against Social Media' is a gripping documentary that exposes the dark side of social media and its devastating impact on young users. Directors Matthew O'Neill and Perri Peltz take viewers inside the high-stakes legal battle to hold tech companies accountable for the harm caused by their negligence and dangerous algorithms. Based on investigative reporting by Bloomberg News' Olivia Carville, the film follows the Social Media Victims Law Center fighting for justice for families whose children suffered tragic consequences linked to social media use. As families seek justice, 'Can't Look Away: The Case Against Social Media' underscores the urgent need for industry reform and serves as both a wake-up call about the dangers of social media-and a call to action to protect future generations.",en,https://www.themoviedb.org/movie/1452058,N/A,Everyone
Kaafir,1461258,2025-04-04,0,,"Follows Kainaaz Akhtar, a Pakistani woman falsely imprisoned as a militant. Journalist Vedant discovers her and her daughter, who was born in prison. Motivated by a strong sense of justice, he embarks on a mission to uncover the truth.",en,https://www.themoviedb.org/movie/1461258,N/A,Everyone
Kettavanu Per Edutha Nallavanda,1005751,2025-04-04,0,"Romance, Comedy, Action, Fantasy","In the heart of North Madras,  Mahat, a fearless and street-smart guy, falls for Aishwarya Dutta, a spirited young woman who is kept under strict control by her uncle, Annachi, one of the richest and roughest businessmen in the area. Mahat with the help of his quirky and loyal elder friend Motta Rajendran, sets out on a hilarious and daring mission to win her love—while dodging her uncle’s watchful eyes and ruthless ways.Meanwhile, a self-proclaimed pirate and treasure hunter, Yogi Babu, believes he is the long-lost brother of Jack Sparrow. On his quest for hidden riches near a remote resort, he stumbles upon an unexpected treasure—a bear that falls in love with him! As Yogi Babu desperately tries to escape the bear’s affection, his treasure hunt takes an unpredictable turn, leading to a chaotic and side-splitting chain of events.",ta,https://www.themoviedb.org/movie/1005751,N/A,Everyone
Pickles,1241015,2025-04-04,0,Drama,"Tobias, a recluse, wakes up one morning to the sounds of an intruder in his home.",en,https://www.themoviedb.org/movie/1241015,N/A,Everyone
